,Compound Score,Negative Score,Neutral Score,Positive Score,Source Account,Tweet Date,Tweet Text
88,0.5574,0.0,0.806,0.194,Fox News,Fri Sep 28 13:39:16 +0000 2018,"Senate Judiciary Committee meets to discuss nominations, including a scheduled vote on the Supreme Court nomination… https://t.co/9XGKNGSyUT"
89,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 13:31:21 +0000 2018,Kavanaugh vote live blog -- Senate Judiciary Committee weighs in on recommending nominee https://t.co/9xAUWQUoDW
90,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 13:24:08 +0000 2018,"Bill Clinton Accuser Juanita Broaddrick: Feinstein, Durbin Should 'Apologize' to Me https://t.co/zaZkFV9cN5"
91,0.0772,0.216,0.541,0.243,Fox News,Fri Sep 28 12:58:54 +0000 2018,Massachusetts fire department welcomes 9 babies in 1 year https://t.co/fdiHC6IpnH
92,-0.8625,0.425,0.575,0.0,Fox News,Fri Sep 28 12:44:07 +0000 2018,".@JohnCornyn: “I think this has been shameful. Shameful to Dr. Ford, shameful to Brett Kavanaugh.” https://t.co/sEeubf9AHa"
93,0.3182,0.0,0.753,0.247,Fox News,Fri Sep 28 12:40:28 +0000 2018,.@JohnCornyn: “I’m optimistic we’ll confirm the judge.” https://t.co/9vgkkdYqZQ
94,-0.3818,0.224,0.776,0.0,Fox News,Fri Sep 28 12:37:27 +0000 2018,Minnesota firefighter leaves his own wedding to battle blaze https://t.co/EoS2Wni0th
95,0.7425,0.0,0.69,0.31,Fox News,Fri Sep 28 12:32:38 +0000 2018,.@GeraldoRivera: “I think it is very clear now that Judge Kavanaugh will become Justice Kavanaugh.” https://t.co/CO6Pn0XuIg
96,0.5256,0.0,0.726,0.274,Fox News,Fri Sep 28 12:24:38 +0000 2018,.@mercedesschlapp: “The president is very proud of Brett Kavanaugh.” https://t.co/lxPatNle83
97,0.0,0.0,1.0,0.0,Fox News,Fri Sep 28 11:41:39 +0000 2018,.@mercedesschlapp: “Judge Kavanaugh came with the facts. He opened his heart and he spoke the truth.” https://t.co/oqAlTupsfA
98,0.7003,0.0,0.655,0.345,Fox News,Fri Sep 28 11:25:50 +0000 2018,.@GOPLeader: “The nation is better than this. We deserve better than this.” https://t.co/yy5ZUc0crw
99,0.6757,0.0,0.684,0.316,Fox News,Fri Sep 28 11:22:10 +0000 2018,".@newtgingrich: ""Is there not a single Democrat sickened by what their party is doing?"" https://t.co/96yA59Z09x"
0,-0.6369,0.234,0.766,0.0,The New York Times,Sat Sep 29 03:02:02 +0000 2018,RT @dgelles: NEW: The story behind the lawsuit with details of the proposed settlement that Elon rejected. w ⁦@MattGoldstein26⁩ ⁦@FlitterOn…
1,0.25,0.0,0.889,0.111,The New York Times,Sat Sep 29 02:45:07 +0000 2018,The Yankees have clinched home-field advantage for Wednesday’s American League wild-card playoff game against the O… https://t.co/UGsXFGC2KD
2,-0.3182,0.223,0.777,0.0,The New York Times,Sat Sep 29 02:32:03 +0000 2018,"How the FBI will investigate the Kavanaugh accusations
https://t.co/Ak24Cp4Ppz"
3,-0.5267,0.134,0.866,0.0,The New York Times,Sat Sep 29 02:17:02 +0000 2018,"RT @nytgraphics: The Senate testimony of Christine Blasey Ford and Judge Brett M. Kavanaugh, the man she alleges assaulted her while they w…"
4,0.0,0.0,1.0,0.0,The New York Times,Sat Sep 29 02:02:03 +0000 2018,"In case you're listening to Robyn's new song, ""Honey,"" on repeat...  https://t.co/HtBIfytqh8"
5,-0.296,0.099,0.901,0.0,The New York Times,Sat Sep 29 01:47:47 +0000 2018,A sleepless night and pressure from all sides: Inside the 24 hours that led Senator Jeff Flake to call to investiga… https://t.co/HzGlZScKGU
6,0.0,0.0,1.0,0.0,The New York Times,Sat Sep 29 01:32:04 +0000 2018,Anita Hill had several messages for Christine Blasey Ford: “Be authentic and do what feels right to you” https://t.co/gIYTDWE6VQ
7,0.4939,0.0,0.849,0.151,The New York Times,Sat Sep 29 01:17:02 +0000 2018,"RT @nytopinion: Senate Republicans might note, with a little humility, that subsequent reporting has pretty much confirmed that Anita Hill…"
8,0.0,0.0,1.0,0.0,The New York Times,Sat Sep 29 01:02:06 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/TbxHJzojC5
9,0.3182,0.0,0.901,0.099,The New York Times,Sat Sep 29 00:47:04 +0000 2018,Cher's album of Abba covers is finally here. She told us she actually wasn’t a big fan of Abba in the ’70s. https://t.co/zbSmPZ80Wd
10,0.0,0.0,1.0,0.0,The New York Times,Sat Sep 29 00:41:00 +0000 2018,Get our On Politics newsletter delivered to your inbox. Sign up here: https://t.co/rcoPNR5UI7
11,0.0,0.0,1.0,0.0,The New York Times,Sat Sep 29 00:32:04 +0000 2018,"Nearly 1,600 readers wrote to express their opinion about the Kavanaugh hearing. We got notes from as far as Austra… https://t.co/8Qlyfo8j7q"
12,0.1952,0.109,0.753,0.138,The New York Times,Sat Sep 29 00:17:07 +0000 2018,"RT @ByJamesWagner: The Mets have done a lot more losing than winning in their history. Yet somehow, and despite the time differences, they…"
13,0.34,0.0,0.876,0.124,The New York Times,Sat Sep 29 00:02:07 +0000 2018,"In a unanimous vote, Canadian lawmakers move to strip Daw Aung San Suu Kyi of her honorary citizenship https://t.co/Cyq2QnGkZs"
14,0.3612,0.0,0.898,0.102,The New York Times,Fri Sep 28 23:47:07 +0000 2018,"""The Simpsons"" starts its 30th season this weekend. We took a look at how the series and its place in TV comedy hav… https://t.co/jJkV6EpoSR"
15,-0.8555,0.37,0.63,0.0,The New York Times,Fri Sep 28 23:32:05 +0000 2018,Scraps of a former NFL lineman’s diary found after his death offer a painful glimpse of a football player losing hi… https://t.co/0esK6SNmHS
16,-0.5423,0.191,0.809,0.0,The New York Times,Fri Sep 28 23:17:05 +0000 2018,"RT @dagnysalas: Your one stop for @nytimes links on Brett Kavanaugh, Christine Blasey Ford, the other accusations, the fallout, what's next…"
17,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 23:02:06 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/MuyyIkGSdj
18,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 22:47:05 +0000 2018,"RT @MikeIsaac: one last nugget, which will go in our final story once updated later today: 

Mark Zuckerberg and Sheryl Sandberg's Facebook…"
19,0.2584,0.0,0.903,0.097,The New York Times,Fri Sep 28 22:32:02 +0000 2018,"The DeSantis campaign did not deny being behind the text messages, which appeared to target voters with Jewish last… https://t.co/6tKxB1FMfG"
20,-0.6369,0.234,0.766,0.0,The New York Times,Sat Sep 29 03:02:02 +0000 2018,RT @dgelles: NEW: The story behind the lawsuit with details of the proposed settlement that Elon rejected. w ⁦@MattGoldstein26⁩ ⁦@FlitterOn…
21,0.25,0.0,0.889,0.111,The New York Times,Sat Sep 29 02:45:07 +0000 2018,The Yankees have clinched home-field advantage for Wednesday’s American League wild-card playoff game against the O… https://t.co/UGsXFGC2KD
22,-0.3182,0.223,0.777,0.0,The New York Times,Sat Sep 29 02:32:03 +0000 2018,"How the FBI will investigate the Kavanaugh accusations
https://t.co/Ak24Cp4Ppz"
23,-0.5267,0.134,0.866,0.0,The New York Times,Sat Sep 29 02:17:02 +0000 2018,"RT @nytgraphics: The Senate testimony of Christine Blasey Ford and Judge Brett M. Kavanaugh, the man she alleges assaulted her while they w…"
24,0.0,0.0,1.0,0.0,The New York Times,Sat Sep 29 02:02:03 +0000 2018,"In case you're listening to Robyn's new song, ""Honey,"" on repeat...  https://t.co/HtBIfytqh8"
25,-0.296,0.099,0.901,0.0,The New York Times,Sat Sep 29 01:47:47 +0000 2018,A sleepless night and pressure from all sides: Inside the 24 hours that led Senator Jeff Flake to call to investiga… https://t.co/HzGlZScKGU
26,0.0,0.0,1.0,0.0,The New York Times,Sat Sep 29 01:32:04 +0000 2018,Anita Hill had several messages for Christine Blasey Ford: “Be authentic and do what feels right to you” https://t.co/gIYTDWE6VQ
27,0.4939,0.0,0.849,0.151,The New York Times,Sat Sep 29 01:17:02 +0000 2018,"RT @nytopinion: Senate Republicans might note, with a little humility, that subsequent reporting has pretty much confirmed that Anita Hill…"
28,0.0,0.0,1.0,0.0,The New York Times,Sat Sep 29 01:02:06 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/TbxHJzojC5
29,0.3182,0.0,0.901,0.099,The New York Times,Sat Sep 29 00:47:04 +0000 2018,Cher's album of Abba covers is finally here. She told us she actually wasn’t a big fan of Abba in the ’70s. https://t.co/zbSmPZ80Wd
30,0.0,0.0,1.0,0.0,The New York Times,Sat Sep 29 00:41:00 +0000 2018,Get our On Politics newsletter delivered to your inbox. Sign up here: https://t.co/rcoPNR5UI7
31,0.0,0.0,1.0,0.0,The New York Times,Sat Sep 29 00:32:04 +0000 2018,"Nearly 1,600 readers wrote to express their opinion about the Kavanaugh hearing. We got notes from as far as Austra… https://t.co/8Qlyfo8j7q"
32,0.1952,0.109,0.753,0.138,The New York Times,Sat Sep 29 00:17:07 +0000 2018,"RT @ByJamesWagner: The Mets have done a lot more losing than winning in their history. Yet somehow, and despite the time differences, they…"
33,0.34,0.0,0.876,0.124,The New York Times,Sat Sep 29 00:02:07 +0000 2018,"In a unanimous vote, Canadian lawmakers move to strip Daw Aung San Suu Kyi of her honorary citizenship https://t.co/Cyq2QnGkZs"
34,0.3612,0.0,0.898,0.102,The New York Times,Fri Sep 28 23:47:07 +0000 2018,"""The Simpsons"" starts its 30th season this weekend. We took a look at how the series and its place in TV comedy hav… https://t.co/jJkV6EpoSR"
35,-0.8555,0.37,0.63,0.0,The New York Times,Fri Sep 28 23:32:05 +0000 2018,Scraps of a former NFL lineman’s diary found after his death offer a painful glimpse of a football player losing hi… https://t.co/0esK6SNmHS
36,-0.5423,0.191,0.809,0.0,The New York Times,Fri Sep 28 23:17:05 +0000 2018,"RT @dagnysalas: Your one stop for @nytimes links on Brett Kavanaugh, Christine Blasey Ford, the other accusations, the fallout, what's next…"
37,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 23:02:06 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/MuyyIkGSdj
38,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 22:47:05 +0000 2018,"RT @MikeIsaac: one last nugget, which will go in our final story once updated later today: 

Mark Zuckerberg and Sheryl Sandberg's Facebook…"
39,0.2584,0.0,0.903,0.097,The New York Times,Fri Sep 28 22:32:02 +0000 2018,"The DeSantis campaign did not deny being behind the text messages, which appeared to target voters with Jewish last… https://t.co/6tKxB1FMfG"
40,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 22:17:05 +0000 2018,"Mark Judge, who has been named by 2 women as being a key witness to sexual misconduct by Brett Kavanaugh, said that… https://t.co/bhVh7UQoaN"
41,-0.8591,0.373,0.627,0.0,The New York Times,Fri Sep 28 22:02:06 +0000 2018,Facebook said that attackers exploited a weakness that enabled them to hijack the accounts of nearly 50 million use… https://t.co/5EKNmz6KWF
42,0.25,0.0,0.889,0.111,The New York Times,Fri Sep 28 21:47:04 +0000 2018,"RT @nytimesphoto: In 1958, nearly 60 jazz giants gathered in Harlem for one immortal snapshot https://t.co/qEppdMiFQe https://t.co/oJAYtSTG…"
43,-0.9042,0.449,0.551,0.0,The New York Times,Fri Sep 28 21:32:03 +0000 2018,Prosecutors will seek the death penalty for the suspect in the 2017 Manhattan truck attack. President Trump’s tweet… https://t.co/h4gUKa4Mpw
44,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 21:30:46 +0000 2018,"A recent flash point in the New York governor's race is not the economy, the city's subways or the $160 billion sta… https://t.co/yaGgy9Vn7u"
45,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 21:10:05 +0000 2018,Scientists had long assumed that few creatures dined on jellyfish. But new research suggests that jellyfish may be… https://t.co/CoalBIE4n9
46,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 20:55:04 +0000 2018,"Lady Gaga and Bradley Cooper are in the sha-ha-sha-hallow, and Lil Wayne's long-delayed album is here. Here's the w… https://t.co/4usb2gRX2a"
47,0.7555,0.082,0.613,0.305,The New York Times,Fri Sep 28 20:45:08 +0000 2018,RT @mikiebarb: A remarkable exchange between a reluctant Bradley Cooper and a pleading @taffyakner that I'm so glad she transcribed. https:…
48,0.5267,0.0,0.595,0.405,The New York Times,Fri Sep 28 20:30:11 +0000 2018,"Today, be kind to yourself
https://t.co/nAtGWZ3hnU"
49,-0.3182,0.113,0.887,0.0,The New York Times,Fri Sep 28 20:14:21 +0000 2018,Breaking News: Republicans will delay the final Senate vote on Judge Brett Kavanaugh's confirmation by up to a week… https://t.co/cf7hpL9fpL
50,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 20:00:10 +0000 2018,Skilled nursing facilities are seeing drops in occupancy rates. According to the National Investment Center for Sen… https://t.co/Z8soUrob6z
51,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 19:45:04 +0000 2018,"The wild, ragged days of Governors Island are over, and development is coming https://t.co/ssb7v2wb9q"
52,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 19:35:07 +0000 2018,"RT @MikeIsaac: y'all should have started noticing something early this morning, as facebook started forcing the logouts of millions of user…"
53,0.4939,0.0,0.811,0.189,The New York Times,Fri Sep 28 19:25:03 +0000 2018,The United States and Mexico are expected to release text of a bipartisan trade deal that the 2 countries reached l… https://t.co/lO59yhhFzk
54,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 19:10:07 +0000 2018,"RT @nytopinion: The Senate Judiciary Committee voted to advance Kavanaugh. There may be a one-week F.B.I. investigation, but that’s still u…"
55,0.0964,0.0,0.929,0.071,The New York Times,Fri Sep 28 18:55:31 +0000 2018,"In 2017, Senator Jeff Flake announced he would not seek re-election. He issued this challenge in his announcement:… https://t.co/v8KC3bs9eF"
56,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 18:40:57 +0000 2018,Breaking News: President Trump said he found Christine Blasey Ford’s testimony “very compelling” and that senators… https://t.co/t2ntl73Cpr
57,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 18:11:30 +0000 2018,"RT @juliehdavis: ""Somebody's gotta explain this to Trump, so I guess that'll be my job,"" Sen Graham says sardonically on his way out of Jud…"
58,-0.2263,0.101,0.899,0.0,The New York Times,Fri Sep 28 18:09:56 +0000 2018,"Breaking News: Senator Jeff Flake, a crucial swing vote on Brett Kavanaugh, demanded an FBI inquiry before a final… https://t.co/f72iGu0psN"
59,0.4939,0.0,0.862,0.138,The New York Times,Fri Sep 28 18:06:48 +0000 2018,"RT @juliehdavis: ""This is all a gentlemen's &amp; gentleladies' agreement"" Grassley says, making key point re what just happened. After much sp…"
60,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 18:00:08 +0000 2018,"In a dramatic reversal, Senator Jeff Flake said he would vote to advance Judge Brett Kavanaugh in the committee, bu… https://t.co/pdLailYJ72"
61,-0.2263,0.073,0.927,0.0,The New York Times,Fri Sep 28 17:55:01 +0000 2018,"RT @SherylNYT: Flake is now asking for a one-week FBI investigation ""limited in time and scope.:""   “I think we ought to do what we can to…"
62,-0.5994,0.234,0.766,0.0,The New York Times,Fri Sep 28 17:45:09 +0000 2018,A London coroner said that Pret A Manger has inadequate allergy labeling after a 15-year-old girl had an allergic r… https://t.co/kw7rzanddO
63,-0.2023,0.091,0.909,0.0,The New York Times,Fri Sep 28 17:35:18 +0000 2018,"RT @AsteadWesley: NEW: I spoke to the women who confronted Jeff Flake in that Capitol Hill elevator. w/ @NirajC 
https://t.co/93UZZbhtmp"
64,-0.3612,0.163,0.837,0.0,The New York Times,Fri Sep 28 17:32:11 +0000 2018,RT @kevinroose: Facebook’s @guyro says that the breach that affected 50 million users involved a vulnerability in a tool that allowed users…
65,-0.34,0.134,0.784,0.082,The New York Times,Fri Sep 28 17:30:09 +0000 2018,"If the SEC gets its way, Elon Musk will join Elizabeth Holmes, Ken Lay and Martha Stewart in facing a ban from serv… https://t.co/j5hkmnDnT0"
66,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 17:15:06 +0000 2018,Scientists reported the first discovery of all-female termite societies — researchers did not find a single male https://t.co/HPrx7zQGXj
67,-0.8074,0.316,0.684,0.0,The New York Times,Fri Sep 28 17:00:16 +0000 2018,RT @MichaelPaulson: A bitter battle between theaters in San Francisco: Nederlander is trying to block plans by a onetime partner -- now a r…
68,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 16:51:56 +0000 2018,"RT @MikeIsaac: BREAKING: Facebook hack results in the exposure of data on up to 50 million user accounts

https://t.co/zobH3fr8SP"
69,-0.5267,0.206,0.794,0.0,The New York Times,Fri Sep 28 16:48:21 +0000 2018,Breaking News: Facebook said an attack on its computer network exposed the personal information of about 50 million… https://t.co/bJF8GRCm1g
70,-0.5267,0.185,0.815,0.0,The New York Times,Fri Sep 28 16:45:08 +0000 2018,A journalist that spread conspiracy theories — including the claim that Hillary Clinton attended a satanic dinner a… https://t.co/JH35oPS40r
71,0.3818,0.0,0.874,0.126,The New York Times,Fri Sep 28 16:30:10 +0000 2018,"China has long made it clear that reporting on politics, civil society and sensitive historical events is forbidden… https://t.co/hZEEZMDf6U"
72,-0.5574,0.159,0.841,0.0,The New York Times,Fri Sep 28 16:15:02 +0000 2018,"RT @nytimesworld: ""My only sin is the extrajudicial killings."" A striking admission by the Philippine president that could bolster cases ag…"
73,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 16:00:04 +0000 2018,"3 years before the Las Vegas massacre, a different man was caught with a stash of guns at the same hotel where the… https://t.co/MCmBf0K0Up"
74,-0.3182,0.113,0.887,0.0,The New York Times,Fri Sep 28 15:45:08 +0000 2018,"In Opinion

New York Times Magazine writer @emilybazelon writes, ""It is impossible to justify the lack of a neutral… https://t.co/uTyKqvau9K"
75,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 15:30:15 +0000 2018,RT @stanfordc: Tiger is back. So is the news quiz. https://t.co/2XBym1QKtH https://t.co/wmsclgCAJx
76,0.0507,0.068,0.855,0.077,The New York Times,Fri Sep 28 15:15:53 +0000 2018,"RT @juliamoskin: Where did chicken francese come from? No one's quite sure, but it involves Liberace; Rochester, N.Y.;  the 1970s veal boyc…"
77,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 15:00:08 +0000 2018,A woman now runs a plant where Ford makes F-150 trucks. But women remain underrepresented across manufacturing indu… https://t.co/iGiWYKnIW1
78,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 14:45:07 +0000 2018,"RT @nytopinion: The committee has scheduled a vote on Kavanaugh’s nomination today. But many, including The Editorial Board, remain unsatis…"
79,-0.8074,0.372,0.628,0.0,The New York Times,Fri Sep 28 14:34:31 +0000 2018,Tensions over Brett Kavanaugh continued: A senator was confronted on camera by sexual assault survivors and Democra… https://t.co/n4tEXapD6s
80,-0.9042,0.337,0.663,0.0,The New York Times,Fri Sep 28 14:30:10 +0000 2018,"RT @NYTHealth: “If you are too upset, you are crazy. If you are not upset enough, people don’t believe you were raped. So you have to be ju…"
81,-0.2732,0.162,0.723,0.115,The New York Times,Fri Sep 28 14:18:27 +0000 2018,"""You are telling me that my assault doesn’t matter."" 
After announcing that he would support Judge Brett Kavanaugh,… https://t.co/WFUtvg0wTI"
82,-0.0516,0.054,0.946,0.0,The New York Times,Fri Sep 28 14:14:05 +0000 2018,"A man in Hong Kong has been found to have a strain of hepatitis E that had only been seen previously in rats, resea… https://t.co/4FFpQOv50U"
83,0.34,0.0,0.821,0.179,The New York Times,Fri Sep 28 13:57:05 +0000 2018,Late-night hosts shared their views on the Kavanaugh hearing. Here's a roundup. https://t.co/WprRcD8snq
84,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 13:48:21 +0000 2018,"Breaking News: Senator Jeff Flake, the key swing Republican on the Judiciary Committee, will vote to confirm Brett… https://t.co/yKMQp3wiYB"
85,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 13:40:07 +0000 2018,Senators meet to decide Brett Kavanaugh's fate https://t.co/O6a7jz7NY5 https://t.co/1N3XOjlX3S
86,0.5423,0.0,0.8,0.2,The New York Times,Fri Sep 28 13:30:11 +0000 2018,A tour of farms and factories gave Xi Jinping a chance to look like Mao and take aim at President Trump… https://t.co/wy5rEa1q6P
87,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 13:15:07 +0000 2018,Writers from across the political spectrum react to the Kavanaugh-Blasey hearing https://t.co/z3RORKzqEY
88,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 13:00:03 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/FEvLHQvMXF https://t.co/MvvmnPduIF
89,0.1027,0.117,0.708,0.175,The New York Times,Fri Sep 28 12:50:05 +0000 2018,"Turning to the Democrats to his left, Lindsey Graham fumed: ""You want this seat. I hope you never get it."" https://t.co/RCAbPDjtP8"
90,-0.4588,0.136,0.864,0.0,The New York Times,Fri Sep 28 12:41:05 +0000 2018,One of the doctors hired to screen immigrants had sexually exploited female patients. Another once tried to have a… https://t.co/LTTUa6PhSl
91,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 12:30:10 +0000 2018,"""Because he told me I would get in trouble.""

""Because I thought that's just what happens when you drink too much.""… https://t.co/zsBatNnO4G"
92,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 12:15:06 +0000 2018,"A GoFundMe campaign set up on behalf of Christine Blasey Ford drew more than $200,000 in donations in the hours imm… https://t.co/qb9ClXblJ4"
93,-0.3612,0.122,0.878,0.0,The New York Times,Fri Sep 28 12:02:07 +0000 2018,"Your daily @DealBook Briefing:

• Elon Musk is fighting for his corporate life. 

• The long road to corporate gend… https://t.co/nFW75eVrQc"
94,-0.5413,0.163,0.837,0.0,The New York Times,Fri Sep 28 11:45:07 +0000 2018,"In Opinion

The Editorial Board writes: ""Perhaps the most maddening part of Thursday's hearing was the cowardice of… https://t.co/SSxWW4BRMl"
95,-0.5209,0.239,0.65,0.111,The New York Times,Fri Sep 28 11:30:03 +0000 2018,Supporters of France's law against verbal sexual harassment say that if it emboldens more women to complain and the… https://t.co/IO9aJt1amQ
96,-0.9118,0.441,0.559,0.0,The New York Times,Fri Sep 28 11:15:08 +0000 2018,"She gave a raw, reluctant account of sexual assault. He gave an angry, outraged denial. And once again, the United… https://t.co/G7SdYC4txO"
97,-0.3182,0.223,0.777,0.0,The New York Times,Fri Sep 28 11:00:06 +0000 2018,"""It came down to she said, he screamed"" https://t.co/MouDnWSsyH"
98,0.0,0.0,1.0,0.0,The New York Times,Fri Sep 28 10:46:01 +0000 2018,"The American Bar Association urged that senators vote on Judge Kavanaugh's nomination ""only after an appropriate ba… https://t.co/SagdIwA69S"
99,-0.5267,0.152,0.848,0.0,The New York Times,Fri Sep 28 10:30:04 +0000 2018,"RT @jasondhorowitz: The new head of Italy's state TV spread the conspiracy that Hillary Clinton attended a satanic dinner, introduced Banno…"
